L0	L1	L2	L3	L4
08.11.1856	11.1856	Q4 1856	1856	*
24.12.1950	12.1950	Q4 1950	1950	*
18.05.2018	05.2018	Q2 2018	2018	*
03.01.1958	01.1958	Q1 1958	1958	*
01.05.1974	05.1974	Q2 1974	1974	*
02.06.1976	06.1976	Q2 1976	1976	*
14.07.1870	07.1870	Q3 1870	1870	*
13.02.1855	02.1855	Q1 1855	1855	*
08.1888	08.1888	Q3 1888	1888	*
13.09.1954	09.1954	Q3 1954	1954	*
19.09.1987	09.1987	Q3 1987	1987	*
11.02.1917	02.1917	Q1 1917	1917	*
29.11.1938	11.1938	Q4 1938	1938	*
14.07.1892	07.1892	Q3 1892	1892	*
19.01.2007	01.2007	Q1 2007	2007	*
12.05.1935	05.1935	Q2 1935	1935	*
Q3 1867	Q3 1867	Q3 1867	1867	*
05.1905	05.1905	Q2 1905	1905	*
13.07.1893	07.1893	Q3 1893	1893	*
10.10.1894	10.1894	Q4 1894	1894	*
04.12.1894	12.1894	Q4 1894	1894	*
23.10.1912	10.1912	Q4 1912	1912	*
04.03.1963	03.1963	Q1 1963	1963	*
22.04.1881	04.1881	Q2 1881	1881	*
13.10.1973	10.1973	Q4 1973	1973	*
30.12.1904	12.1904	Q4 1904	1904	*
08.09.1983	09.1983	Q3 1983	1983	*
06.06.1997	06.1997	Q2 1997	1997	*
27.12.2006	12.2006	Q4 2006	2006	*
14.07.1908	07.1908	Q3 1908	1908	*
20.05.1910	05.1910	Q2 1910	1910	*
28.07.2009	07.2009	Q3 2009	2009	*
19.11.1983	11.1983	Q4 1983	1983	*
02.09.1990	09.1990	Q3 1990	1990	*
27.04.1965	04.1965	Q2 1965	1965	*
12.01.2009	01.2009	Q1 2009	2009	*
27.06.2018	06.2018	Q2 2018	2018	*
20.01.2011	01.2011	Q1 2011	2011	*
13.02.1957	02.1957	Q1 1957	1957	*
14.02.1957	02.1957	Q1 1957	1957	*
22.10.1986	10.1986	Q4 1986	1986	*
14.06.1995	06.1995	Q2 1995	1995	*
30.03.2014	03.2014	Q1 2014	2014	*
03.01.1922	01.1922	Q1 1922	1922	*
23.11.1994	11.1994	Q4 1994	1994	*
15.07.1944	07.1944	Q3 1944	1944	*
11.08.2011	08.2011	Q3 2011	2011	*
13.09.1910	09.1910	Q3 1910	1910	*
17.09.2016	09.2016	Q3 2016	2016	*
31.05.1955	05.1955	Q2 1955	1955	*
24.01.2000	01.2000	Q1 2000	2000	*
24.02.1955	02.1955	Q1 1955	1955	*
27.10.1890	10.1890	Q4 1890	1890	*
29.09.1856	09.1856	Q3 1856	1856	*
24.02.1897	02.1897	Q1 1897	1897	*
15.03.1977	03.1977	Q1 1977	1977	*
14.01.1879	01.1879	Q1 1879	1879	*
31.07.1898	07.1898	Q3 1898	1898	*
29.02.1980	02.1980	Q1 1980	1980	*
27.04.1895	04.1895	Q2 1895	1895	*
05.09.1984	09.1984	Q3 1984	1984	*
29.10.1974	10.1974	Q4 1974	1974	*
05.10.1859	10.1859	Q4 1859	1859	*
05.09.1994	09.1994	Q3 1994	1994	*
30.01.1942	01.1942	Q1 1942	1942	*
01.12.1873	12.1873	Q4 1873	1873	*
07.07.1957	07.1957	Q3 1957	1957	*
24.08.1856	08.1856	Q3 1856	1856	*
08.12.1874	12.1874	Q4 1874	1874	*
13.12.1997	12.1997	Q4 1997	1997	*
16.02.1891	02.1891	Q1 1891	1891	*
28.07.1945	07.1945	Q3 1945	1945	*
03.11.1960	11.1960	Q4 1960	1960	*
27.01.2005	01.2005	Q1 2005	2005	*
14.09.1973	09.1973	Q3 1973	1973	*
28.05.2015	05.2015	Q2 2015	2015	*
17.03.1972	03.1972	Q1 1972	1972	*
14.06.1895	06.1895	Q2 1895	1895	*
11.11.1948	11.1948	Q4 1948	1948	*
18.12.1856	12.1856	Q4 1856	1856	*
30.03.2017	03.2017	Q1 2017	2017	*
06.03.1896	03.1896	Q1 1896	1896	*
07.07.1983	07.1983	Q3 1983	1983	*
29.10.1959	10.1959	Q4 1959	1959	*
11.05.1927	05.1927	Q2 1927	1927	*
03.05.1956	05.1956	Q2 1956	1956	*
06.06.1882	06.1882	Q2 1882	1882	*
14.05.1974	05.1974	Q2 1974	1974	*
16.11.1855	11.1855	Q4 1855	1855	*
21.08.1873	08.1873	Q3 1873	1873	*
02.08.1883	08.1883	Q3 1883	1883	*
18.07.1897	07.1897	Q3 1897	1897	*
31.05.1915	05.1915	Q2 1915	1915	*
13.03.1932	03.1932	Q1 1932	1932	*
15.02.1855	02.1855	Q1 1855	1855	*
03.12.1915	12.1915	Q4 1915	1915	*
11.03.1990	03.1990	Q1 1990	1990	*
22.01.1906	01.1906	Q1 1906	1906	*
28.08.2007	08.2007	Q3 2007	2007	*
20.10.1869	10.1869	Q4 1869	1869	*
25.11.1859	11.1859	Q4 1859	1859	*
21.05.1920	05.1920	Q2 1920	1920	*
25.07.2016	07.2016	Q3 2016	2016	*
13.03.1924	03.1924	Q1 1924	1924	*
19.07.1958	07.1958	Q3 1958	1958	*
06.09.2019	09.2019	Q3 2019	2019	*
08.01.1995	01.1995	Q1 1995	1995	*
17.12.1917	12.1917	Q4 1917	1917	*
19.07.1999	07.1999	Q3 1999	1999	*
18.12.1898	12.1898	Q4 1898	1898	*
09.08.1953	08.1953	Q3 1953	1953	*
09.1871	09.1871	Q3 1871	1871	*
06.12.1999	12.1999	Q4 1999	1999	*
29.05.1896	05.1896	Q2 1896	1896	*
25.08.1973	08.1973	Q3 1973	1973	*
29.01.1901	01.1901	Q1 1901	1901	*
01.08.1858	08.1858	Q3 1858	1858	*
20.06.1974	06.1974	Q2 1974	1974	*
02.07.2008	07.2008	Q3 2008	2008	*
24.09.1949	09.1949	Q3 1949	1949	*
23.04.1876	04.1876	Q2 1876	1876	*
29.01.1920	01.1920	Q1 1920	1920	*
25.07.1962	07.1962	Q3 1962	1962	*
11.01.1908	01.1908	Q1 1908	1908	*
19.01.2008	01.2008	Q1 2008	2008	*
29.06.1968	06.1968	Q2 1968	1968	*
21.12.1911	12.1911	Q4 1911	1911	*
07.08.1898	08.1898	Q3 1898	1898	*
29.10.1898	10.1898	Q4 1898	1898	*
26.05.2012	05.2012	Q2 2012	2012	*
20.07.1878	07.1878	Q3 1878	1878	*
08.06.1968	06.1968	Q2 1968	1968	*
18.09.1878	09.1878	Q3 1878	1878	*
30.09.1868	09.1868	Q3 1868	1868	*
19.03.1872	03.1872	Q1 1872	1872	*
15.07.1937	07.1937	Q3 1937	1937	*
09.11.1916	11.1916	Q4 1916	1916	*
16.04.1869	04.1869	Q2 1869	1869	*
27.10.2020	10.2020	Q4 2020	2020	*
18.05.1947	05.1947	Q2 1947	1947	*
14.02.2013	02.2013	Q1 2013	2013	*
24.06.1971	06.1971	Q2 1971	1971	*
21.01.1897	01.1897	Q1 1897	1897	*
30.07.1852	07.1852	Q3 1852	1852	*
05.01.2015	01.2015	Q1 2015	2015	*
25.03.1999	03.1999	Q1 1999	1999	*
27.12.2018	12.2018	Q4 2018	2018	*
20.01.2001	01.2001	Q1 2001	2001	*
21.03.1971	03.1971	Q1 1971	1971	*
12.04.1892	04.1892	Q2 1892	1892	*
10.05.1962	05.1962	Q2 1962	1962	*
08.03.1861	03.1861	Q1 1861	1861	*
27.03.1952	03.1952	Q1 1952	1952	*
23.02.1948	02.1948	Q1 1948	1948	*
23.07.2018	07.2018	Q3 2018	2018	*
23.09.1883	09.1883	Q3 1883	1883	*
09.07.1986	07.1986	Q3 1986	1986	*
16.08.1925	08.1925	Q3 1925	1925	*
06.11.1851	11.1851	Q4 1851	1851	*
18.02.1917	02.1917	Q1 1917	1917	*
26.05.1919	05.1919	Q2 1919	1919	*
26.12.1978	12.1978	Q4 1978	1978	*
02.09.1877	09.1877	Q3 1877	1877	*
05.1998	05.1998	Q2 1998	1998	*
01.02.1853	02.1853	Q1 1853	1853	*
11.10.1931	10.1931	Q4 1931	1931	*
23.08.1926	08.1926	Q3 1926	1926	*
09.08.1991	08.1991	Q3 1991	1991	*
02.01.1905	01.1905	Q1 1905	1905	*
16.09.1990	09.1990	Q3 1990	1990	*
13.11.1878	11.1878	Q4 1878	1878	*
18.01.1857	01.1857	Q1 1857	1857	*
18.06.1944	06.1944	Q2 1944	1944	*
01.09.1976	09.1976	Q3 1976	1976	*
17.08.1999	08.1999	Q3 1999	1999	*
03.2002	03.2002	Q1 2002	2002	*
10.01.1865	01.1865	Q1 1865	1865	*
25.07.1873	07.1873	Q3 1873	1873	*
16.10.2014	10.2014	Q4 2014	2014	*
27.05.1894	05.1894	Q2 1894	1894	*
29.01.1922	01.1922	Q1 1922	1922	*
01.02.1965	02.1965	Q1 1965	1965	*
30.09.2010	09.2010	Q3 2010	2010	*
01.06.1892	06.1892	Q2 1892	1892	*
17.02.1885	02.1885	Q1 1885	1885	*
07.11.1916	11.1916	Q4 1916	1916	*
20.01.1882	01.1882	Q1 1882	1882	*
24.06.1889	06.1889	Q2 1889	1889	*
01.09.1960	09.1960	Q3 1960	1960	*
17.08.1994	08.1994	Q3 1994	1994	*
26.04.1988	04.1988	Q2 1988	1988	*
18.11.1961	11.1961	Q4 1961	1961	*
08.06.1972	06.1972	Q2 1972	1972	*
11.07.1999	07.1999	Q3 1999	1999	*
01.06.1868	06.1868	Q2 1868	1868	*
05.05.1970	05.1970	Q2 1970	1970	*
22.06.2000	06.2000	Q2 2000	2000	*
08.04.1926	04.1926	Q2 1926	1926	*
26.02.1930	02.1930	Q1 1930	1930	*
30.05.1939	05.1939	Q2 1939	1939	*
23.08.1919	08.1919	Q3 1919	1919	*
23.05.1901	05.1901	Q2 1901	1901	*
20.05.1972	05.1972	Q2 1972	1972	*
20.10.1860	10.1860	Q4 1860	1860	*
03.12.1976	12.1976	Q4 1976	1976	*
28.11.1984	11.1984	Q4 1984	1984	*
09.07.1850	07.1850	Q3 1850	1850	*
19.07.1903	07.1903	Q3 1903	1903	*
22.01.2002	01.2002	Q1 2002	2002	*
12.01.1910	01.1910	Q1 1910	1910	*
15.12.1871	12.1871	Q4 1871	1871	*
25.02.1892	02.1892	Q1 1892	1892	*
11.08.1860	08.1860	Q3 1860	1860	*
02.10.1971	10.1971	Q4 1971	1971	*
24.03.1856	03.1856	Q1 1856	1856	*
10.02.1898	02.1898	Q1 1898	1898	*
11.02.1957	02.1957	Q1 1957	1957	*
01.11.1852	11.1852	Q4 1852	1852	*
21.11.1889	11.1889	Q4 1889	1889	*
10.09.1925	09.1925	Q3 1925	1925	*
07.10.1964	10.1964	Q4 1964	1964	*
21.01.1986	01.1986	Q1 1986	1986	*
27.01.1992	01.1992	Q1 1992	1992	*
18.10.1975	10.1975	Q4 1975	1975	*
17.02.2005	02.2005	Q1 2005	2005	*
15.09.1892	09.1892	Q3 1892	1892	*
03.10.1958	10.1958	Q4 1958	1958	*
27.12.1935	12.1935	Q4 1935	1935	*
07.12.1861	12.1861	Q4 1861	1861	*
20.06.1904	06.1904	Q2 1904	1904	*
03.12.1927	12.1927	Q4 1927	1927	*
12.06.1962	06.1962	Q2 1962	1962	*
07.02.1996	02.1996	Q1 1996	1996	*
25.02.2020	02.2020	Q1 2020	2020	*
24.10.2001	10.2001	Q4 2001	2001	*
04.12.1910	12.1910	Q4 1910	1910	*
29.11.1895	11.1895	Q4 1895	1895	*
17.08.2017	08.2017	Q3 2017	2017	*
07.10.1950	10.1950	Q4 1950	1950	*
13.03.1897	03.1897	Q1 1897	1897	*
13.10.1855	10.1855	Q4 1855	1855	*
19.11.1978	11.1978	Q4 1978	1978	*
12.11.1957	11.1957	Q4 1957	1957	*
08.03.2019	03.2019	Q1 2019	2019	*
28.12.1913	12.1913	Q4 1913	1913	*
17.07.1903	07.1903	Q3 1903	1903	*
11.04.1855	04.1855	Q2 1855	1855	*
11.07.1963	07.1963	Q3 1963	1963	*
19.04.1984	04.1984	Q2 1984	1984	*
26.01.1957	01.1957	Q1 1957	1957	*
15.05.1996	05.1996	Q2 1996	1996	*
22.03.1967	03.1967	Q1 1967	1967	*
05.1934	05.1934	Q2 1934	1934	*
24.06.1969	06.1969	Q2 1969	1969	*
31.07.1942	07.1942	Q3 1942	1942	*
02.11.1927	11.1927	Q4 1927	1927	*
20.10.1962	10.1962	Q4 1962	1962	*
11.1985	11.1985	Q4 1985	1985	*
03.11.2001	11.2001	Q4 2001	2001	*
13.07.1941	07.1941	Q3 1941	1941	*
22.06.1871	06.1871	Q2 1871	1871	*
01.12.1865	12.1865	Q4 1865	1865	*
16.09.1950	09.1950	Q3 1950	1950	*
21.04.2013	04.2013	Q2 2013	2013	*
15.10.1963	10.1963	Q4 1963	1963	*
20.10.2019	10.2019	Q4 2019	2019	*
11.08.1979	08.1979	Q3 1979	1979	*
19.02.1885	02.1885	Q1 1885	1885	*
2004	2004	2004	2004	*
05.12.1986	12.1986	Q4 1986	1986	*
22.09.1904	09.1904	Q3 1904	1904	*
27.10.1962	10.1962	Q4 1962	1962	*
14.04.1879	04.1879	Q2 1879	1879	*
19.05.1873	05.1873	Q2 1873	1873	*
12.01.1929	01.1929	Q1 1929	1929	*
01.08.1867	08.1867	Q3 1867	1867	*
02.08.1999	08.1999	Q3 1999	1999	*
26.10.1953	10.1953	Q4 1953	1953	*
10.05.1976	05.1976	Q2 1976	1976	*
13.12.1938	12.1938	Q4 1938	1938	*
22.12.1936	12.1936	Q4 1936	1936	*
11.05.1903	05.1903	Q2 1903	1903	*
13.09.1863	09.1863	Q3 1863	1863	*
09.1869	09.1869	Q3 1869	1869	*
27.09.1971	09.1971	Q3 1971	1971	*
25.07.1861	07.1861	Q3 1861	1861	*
10.02.1919	02.1919	Q1 1919	1919	*
19.08.1956	08.1956	Q3 1956	1956	*
31.07.1952	07.1952	Q3 1952	1952	*
26.07.1931	07.1931	Q3 1931	1931	*
22.05.1874	05.1874	Q2 1874	1874	*
04.04.1954	04.1954	Q2 1954	1954	*
03.06.1973	06.1973	Q2 1973	1973	*
29.02.1912	02.1912	Q1 1912	1912	*
03.04.1921	04.1921	Q2 1921	1921	*
10.07.1970	07.1970	Q3 1970	1970	*
06.03.1891	03.1891	Q1 1891	1891	*
03.02.2019	02.2019	Q1 2019	2019	*
27.06.1987	06.1987	Q2 1987	1987	*
12.04.1906	04.1906	Q2 1906	1906	*
10.03.1997	03.1997	Q1 1997	1997	*
18.08.2006	08.2006	Q3 2006	2006	*
03.12.1890	12.1890	Q4 1890	1890	*
26.10.2018	10.2018	Q4 2018	2018	*
31.03.1924	03.1924	Q1 1924	1924	*
22.02.1971	02.1971	Q1 1971	1971	*
21.03.1987	03.1987	Q1 1987	1987	*
07.06.1987	06.1987	Q2 1987	1987	*
03.12.1969	12.1969	Q4 1969	1969	*
27.04.1905	04.1905	Q2 1905	1905	*
07.08.2005	08.2005	Q3 2005	2005	*
05.2008	05.2008	Q2 2008	2008	*
15.07.2011	07.2011	Q3 2011	2011	*
25.02.1946	02.1946	Q1 1946	1946	*
18.09.1934	09.1934	Q3 1934	1934	*
21.08.1976	08.1976	Q3 1976	1976	*
22.03.2008	03.2008	Q1 2008	2008	*
21.04.2001	04.2001	Q2 2001	2001	*
30.05.1984	05.1984	Q2 1984	1984	*
10.12.1880	12.1880	Q4 1880	1880	*
04.09.1856	09.1856	Q3 1856	1856	*
18.07.1869	07.1869	Q3 1869	1869	*
31.12.1962	12.1962	Q4 1962	1962	*
13.11.1932	11.1932	Q4 1932	1932	*
03.04.1941	04.1941	Q2 1941	1941	*
19.01.2009	01.2009	Q1 2009	2009	*
09.09.1972	09.1972	Q3 1972	1972	*
05.08.1908	08.1908	Q3 1908	1908	*
31.01.2013	01.2013	Q1 2013	2013	*
03.04.1891	04.1891	Q2 1891	1891	*
07.08.2017	08.2017	Q3 2017	2017	*
25.07.1865	07.1865	Q3 1865	1865	*
16.02.2008	02.2008	Q1 2008	2008	*
29.10.1881	10.1881	Q4 1881	1881	*
03.10.1998	10.1998	Q4 1998	1998	*
07.09.1919	09.1919	Q3 1919	1919	*
12.02.1892	02.1892	Q1 1892	1892	*
06.1946	06.1946	Q2 1946	1946	*
16.12.1884	12.1884	Q4 1884	1884	*
12.04.2012	04.2012	Q2 2012	2012	*
11.07.1900	07.1900	Q3 1900	1900	*
06.05.1958	05.1958	Q2 1958	1958	*
08.04.2013	04.2013	Q2 2013	2013	*
28.01.2009	01.2009	Q1 2009	2009	*
26.12.1931	12.1931	Q4 1931	1931	*
07.11.1850	11.1850	Q4 1850	1850	*
23.01.1866	01.1866	Q1 1866	1866	*
18.11.1858	11.1858	Q4 1858	1858	*
03.08.1905	08.1905	Q3 1905	1905	*
13.02.1975	02.1975	Q1 1975	1975	*
25.03.1972	03.1972	Q1 1972	1972	*
16.11.1919	11.1919	Q4 1919	1919	*
09.12.1943	12.1943	Q4 1943	1943	*
01.02.1979	02.1979	Q1 1979	1979	*
18.05.1992	05.1992	Q2 1992	1992	*
03.05.1976	05.1976	Q2 1976	1976	*
20.08.2001	08.2001	Q3 2001	2001	*
28.07.1933	07.1933	Q3 1933	1933	*
1997	1997	1997	1997	*
24.03.2013	03.2013	Q1 2013	2013	*
12.2001	12.2001	Q4 2001	2001	*
27.06.1972	06.1972	Q2 1972	1972	*
02.01.2006	01.2006	Q1 2006	2006	*
15.11.1927	11.1927	Q4 1927	1927	*
01.09.1940	09.1940	Q3 1940	1940	*
09.03.1946	03.1946	Q1 1946	1946	*
22.02.1956	02.1956	Q1 1956	1956	*
07.01.1853	01.1853	Q1 1853	1853	*
08.1956	08.1956	Q3 1956	1956	*
18.12.1964	12.1964	Q4 1964	1964	*
27.09.2011	09.2011	Q3 2011	2011	*
31.05.1992	05.1992	Q2 1992	1992	*
26.03.1943	03.1943	Q1 1943	1943	*
1963	1963	1963	1963	*
24.08.2008	08.2008	Q3 2008	2008	*
08.01.1933	01.1933	Q1 1933	1933	*
06.07.1942	07.1942	Q3 1942	1942	*
03.02.1943	02.1943	Q1 1943	1943	*
14.12.1917	12.1917	Q4 1917	1917	*
13.09.1949	09.1949	Q3 1949	1949	*
04.07.1998	07.1998	Q3 1998	1998	*
17.05.1893	05.1893	Q2 1893	1893	*
07.03.1978	03.1978	Q1 1978	1978	*
11.02.1910	02.1910	Q1 1910	1910	*
29.04.1919	04.1919	Q2 1919	1919	*
13.06.1904	06.1904	Q2 1904	1904	*
22.06.1876	06.1876	Q2 1876	1876	*
07.05.1983	05.1983	Q2 1983	1983	*
02.01.1867	01.1867	Q1 1867	1867	*
09.03.1948	03.1948	Q1 1948	1948	*
20.09.1912	09.1912	Q3 1912	1912	*
13.06.1959	06.1959	Q2 1959	1959	*
14.05.1968	05.1968	Q2 1968	1968	*
29.06.1995	06.1995	Q2 1995	1995	*
02.08.1914	08.1914	Q3 1914	1914	*
25.05.1931	05.1931	Q2 1931	1931	*
08.06.1893	06.1893	Q2 1893	1893	*
28.08.1944	08.1944	Q3 1944	1944	*
10.09.1860	09.1860	Q3 1860	1860	*
14.09.1855	09.1855	Q3 1855	1855	*
22.04.1986	04.1986	Q2 1986	1986	*
30.01.1902	01.1902	Q1 1902	1902	*
01.09.1918	09.1918	Q3 1918	1918	*
21.05.1990	05.1990	Q2 1990	1990	*
15.08.2007	08.2007	Q3 2007	2007	*
30.09.2008	09.2008	Q3 2008	2008	*
27.04.1910	04.1910	Q2 1910	1910	*
26.12.1995	12.1995	Q4 1995	1995	*
30.01.2007	01.2007	Q1 2007	2007	*
08.03.2011	03.2011	Q1 2011	2011	*
08.08.1927	08.1927	Q3 1927	1927	*
17.10.2003	10.2003	Q4 2003	2003	*
06.06.2012	06.2012	Q2 2012	2012	*
03.08.1904	08.1904	Q3 1904	1904	*
07.07.1878	07.1878	Q3 1878	1878	*
27.11.2020	11.2020	Q4 2020	2020	*
29.09.1908	09.1908	Q3 1908	1908	*
14.10.1886	10.1886	Q4 1886	1886	*
28.10.1982	10.1982	Q4 1982	1982	*
22.03.1889	03.1889	Q1 1889	1889	*
11.1949	11.1949	Q4 1949	1949	*
19.05.1956	05.1956	Q2 1956	1956	*
26.05.1897	05.1897	Q2 1897	1897	*
25.04.1990	04.1990	Q2 1990	1990	*
15.12.1965	12.1965	Q4 1965	1965	*
01.04.1936	04.1936	Q2 1936	1936	*
02.04.1857	04.1857	Q2 1857	1857	*
22.04.1911	04.1911	Q2 1911	1911	*
08.03.1916	03.1916	Q1 1916	1916	*
09.12.1978	12.1978	Q4 1978	1978	*
31.10.1880	10.1880	Q4 1880	1880	*
22.02.1851	02.1851	Q1 1851	1851	*
08.08.2019	08.2019	Q3 2019	2019	*
05.1960	05.1960	Q2 1960	1960	*
17.11.1975	11.1975	Q4 1975	1975	*
04.04.1961	04.1961	Q2 1961	1961	*
17.01.1955	01.1955	Q1 1955	1955	*
26.11.1964	11.1964	Q4 1964	1964	*
14.02.1960	02.1960	Q1 1960	1960	*
07.07.1903	07.1903	Q3 1903	1903	*
25.02.1988	02.1988	Q1 1988	1988	*
29.11.1897	11.1897	Q4 1897	1897	*
22.07.1904	07.1904	Q3 1904	1904	*
18.12.1904	12.1904	Q4 1904	1904	*
07.02.2014	02.2014	Q1 2014	2014	*
25.11.1876	11.1876	Q4 1876	1876	*
29.06.1864	06.1864	Q2 1864	1864	*
13.02.1922	02.1922	Q1 1922	1922	*
08.1943	08.1943	Q3 1943	1943	*
14.02.1892	02.1892	Q1 1892	1892	*
27.09.1883	09.1883	Q3 1883	1883	*
25.02.1945	02.1945	Q1 1945	1945	*
14.08.1952	08.1952	Q3 1952	1952	*
08.12.1924	12.1924	Q4 1924	1924	*
23.07.1990	07.1990	Q3 1990	1990	*
27.01.1939	01.1939	Q1 1939	1939	*
04.07.1940	07.1940	Q3 1940	1940	*
01.10.1958	10.1958	Q4 1958	1958	*
23.06.2012	06.2012	Q2 2012	2012	*
25.06.1855	06.1855	Q2 1855	1855	*
10.08.1908	08.1908	Q3 1908	1908	*
02.09.1961	09.1961	Q3 1961	1961	*
09.10.1873	10.1873	Q4 1873	1873	*
12.01.1927	01.1927	Q1 1927	1927	*
28.11.1958	11.1958	Q4 1958	1958	*
02.08.1850	08.1850	Q3 1850	1850	*
08.11.2014	11.2014	Q4 2014	2014	*
10.11.1933	11.1933	Q4 1933	1933	*
28.03.1973	03.1973	Q1 1973	1973	*
25.11.1969	11.1969	Q4 1969	1969	*
26.05.1983	05.1983	Q2 1983	1983	*
08.06.1881	06.1881	Q2 1881	1881	*
13.08.1908	08.1908	Q3 1908	1908	*
15.12.1864	12.1864	Q4 1864	1864	*
25.06.1857	06.1857	Q2 1857	1857	*
02.04.1896	04.1896	Q2 1896	1896	*
29.05.1946	05.1946	Q2 1946	1946	*
08.11.1860	11.1860	Q4 1860	1860	*
19.02.1858	02.1858	Q1 1858	1858	*
04.1906	04.1906	Q2 1906	1906	*
05.07.1964	07.1964	Q3 1964	1964	*
08.03.1986	03.1986	Q1 1986	1986	*
24.12.1996	12.1996	Q4 1996	1996	*
01.04.1857	04.1857	Q2 1857	1857	*
04.03.1880	03.1880	Q1 1880	1880	*
04.10.1956	10.1956	Q4 1956	1956	*
18.03.1924	03.1924	Q1 1924	1924	*
14.08.2016	08.2016	Q3 2016	2016	*
25.11.2012	11.2012	Q4 2012	2012	*
24.03.1918	03.1918	Q1 1918	1918	*
07.1892	07.1892	Q3 1892	1892	*
23.02.1857	02.1857	Q1 1857	1857	*
15.07.1853	07.1853	Q3 1853	1853	*
25.05.1892	05.1892	Q2 1892	1892	*
30.01.1864	01.1864	Q1 1864	1864	*
10.09.1957	09.1957	Q3 1957	1957	*
02.08.1952	08.1952	Q3 1952	1952	*
20.10.1991	10.1991	Q4 1991	1991	*
14.05.1882	05.1882	Q2 1882	1882	*
09.09.1895	09.1895	Q3 1895	1895	*
10.08.1989	08.1989	Q3 1989	1989	*
15.12.1873	12.1873	Q4 1873	1873	*
15.03.1996	03.1996	Q1 1996	1996	*
29.12.1951	12.1951	Q4 1951	1951	*
08.06.1875	06.1875	Q2 1875	1875	*
30.12.1940	12.1940	Q4 1940	1940	*
05.08.1948	08.1948	Q3 1948	1948	*
27.06.2012	06.2012	Q2 2012	2012	*
17.08.1973	08.1973	Q3 1973	1973	*
22.06.1994	06.1994	Q2 1994	1994	*
07.09.1938	09.1938	Q3 1938	1938	*
18.11.1855	11.1855	Q4 1855	1855	*
20.03.2003	03.2003	Q1 2003	2003	*
21.12.1896	12.1896	Q4 1896	1896	*
06.11.1938	11.1938	Q4 1938	1938	*
21.09.1964	09.1964	Q3 1964	1964	*
08.05.1868	05.1868	Q2 1868	1868	*
30.05.1952	05.1952	Q2 1952	1952	*
11.12.1863	12.1863	Q4 1863	1863	*
28.05.1989	05.1989	Q2 1989	1989	*
10.02.1892	02.1892	Q1 1892	1892	*
23.08.1914	08.1914	Q3 1914	1914	*
01.02.1964	02.1964	Q1 1964	1964	*
13.08.1994	08.1994	Q3 1994	1994	*
20.01.1996	01.1996	Q1 1996	1996	*
14.02.2004	02.2004	Q1 2004	2004	*
06.02.1963	02.1963	Q1 1963	1963	*
17.11.1935	11.1935	Q4 1935	1935	*
04.09.1881	09.1881	Q3 1881	1881	*
07.04.1936	04.1936	Q2 1936	1936	*
06.03.1938	03.1938	Q1 1938	1938	*
02.1989	02.1989	Q1 1989	1989	*
18.08.1859	08.1859	Q3 1859	1859	*
17.12.1852	12.1852	Q4 1852	1852	*
08.10.1955	10.1955	Q4 1955	1955	*
27.09.1868	09.1868	Q3 1868	1868	*
07.10.1869	10.1869	Q4 1869	1869	*
19.01.1911	01.1911	Q1 1911	1911	*
04.1939	04.1939	Q2 1939	1939	*
05.01.1975	01.1975	Q1 1975	1975	*
15.01.1992	01.1992	Q1 1992	1992	*
06.08.1870	08.1870	Q3 1870	1870	*
03.1925	03.1925	Q1 1925	1925	*
10.1970	10.1970	Q4 1970	1970	*
24.04.1863	04.1863	Q2 1863	1863	*
24.03.1948	03.1948	Q1 1948	1948	*
16.08.1879	08.1879	Q3 1879	1879	*
25.08.1886	08.1886	Q3 1886	1886	*
13.02.1896	02.1896	Q1 1896	1896	*
29.08.1945	08.1945	Q3 1945	1945	*
02.03.1862	03.1862	Q1 1862	1862	*
21.11.1871	11.1871	Q4 1871	1871	*
17.05.1876	05.1876	Q2 1876	1876	*
07.1953	07.1953	Q3 1953	1953	*
23.11.1900	11.1900	Q4 1900	1900	*
13.12.1858	12.1858	Q4 1858	1858	*
01.12.2017	12.2017	Q4 2017	2017	*
16.08.1950	08.1950	Q3 1950	1950	*
03.03.1991	03.1991	Q1 1991	1991	*
12.08.2012	08.2012	Q3 2012	2012	*
09.07.1899	07.1899	Q3 1899	1899	*
17.11.1853	11.1853	Q4 1853	1853	*
07.01.1864	01.1864	Q1 1864	1864	*
17.01.1925	01.1925	Q1 1925	1925	*
05.08.1964	08.1964	Q3 1964	1964	*
13.05.1946	05.1946	Q2 1946	1946	*
09.05.1866	05.1866	Q2 1866	1866	*
05.07.2019	07.2019	Q3 2019	2019	*
17.10.1936	10.1936	Q4 1936	1936	*
02.11.1856	11.1856	Q4 1856	1856	*
29.09.1881	09.1881	Q3 1881	1881	*
Q2 1948	Q2 1948	Q2 1948	1948	*
26.02.1980	02.1980	Q1 1980	1980	*
Q1 1980	Q1 1980	Q1 1980	1980	*
17.01.1990	01.1990	Q1 1990	1990	*
31.07.1861	07.1861	Q3 1861	1861	*
17.09.1921	09.1921	Q3 1921	1921	*
24.05.1893	05.1893	Q2 1893	1893	*
29.04.1986	04.1986	Q2 1986	1986	*
30.11.2016	11.2016	Q4 2016	2016	*
11.10.1871	10.1871	Q4 1871	1871	*
21.04.1994	04.1994	Q2 1994	1994	*
02.09.1898	09.1898	Q3 1898	1898	*
24.11.1959	11.1959	Q4 1959	1959	*
10.01.1985	01.1985	Q1 1985	1985	*
